,home_team,hp1,hp2,hp3,hp4,hp5,hp6,hp7,hp8,hp9,hp10,hp11,away_team,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,home_score,away_score,diff_score,game_results,season
2285,Chelsea,Henrique Hilário,Ashley Cole,Alex,John Terry,José Bosingwa,Ramires,John Obi Mikel,Frank Lampard,Fernando Torres,Salomon Kalou,Nicolas Anelka,West Bromwich Albion,Ben Foster,Nicky Shorey,Gabriel Tamas,Jonas Olsson,James Morrison,Chris Brunt,Steven Reid,Youssouf Mulumbu,Paul Scharner,Somen Tchoyi,Shane Long,2,1,1,1,11
2286,Everton,Tim Howard,John Heitinga,Leighton Baines,Phil Jagielka,Sylvain Distin,Tim Cahill,Leon Osman,Ross Barkley,Phil Neville,Jack Rodwell,Jermaine Beckford,Queens Park Rangers,Paddy Kenny,Fitz Hall,Matthew Connolly,Danny Gabbidon,Bradley Orr,Ákos Buzsáky,Tommy Smith,Shaun Derry,Adel Taarabt,Alejandro Faurlin,Patrick Agyemang,0,1,-1,2,11
2287,Sunderland,Simon Mignolet,Anton Ferdinand,Phil Bardsley,Wes Brown,Ahmed El Mohamady,Sebastian Larsson,Lee Cattermole,Jack Colback,Kieran Richardson,Stéphane Sessegnon,Asamoah Gyan,Newcastle United,Tim Krul,Fabricio Coloccini,Danny Simpson,Steven Taylor,Gabriel Obertan,Yohan Cabaye,Ryan Taylor,Joey Barton,Jonás Gutiérrez,Cheick Tioté,Shola Ameobi,0,1,-1,2,11
2288,Swansea City,Michel Vorm,Angel Rangel,Ashley Williams,Steven Caulker,Neil Taylor,Wayne Routledge,Nathan Dyer,Leon Britton,Kemy Agustien,Danny Graham,Scott Sinclair,Wigan Athletic,Ali Al Habsi,Emmerson Boyce,Maynor Figueroa,Gary Caldwell,Antolín Alcaraz,Jordi Gómez,Ben Watson,James McCarthy,Victor Moses,Mohamed Diamé,Franco Di Santo,0,0,0,0,11
2289,Bolton Wanderers,Jussi Jääskeläinen,Grétar Steinsson,Zat Knight,Gary Cahill,Paul Robinson,Fabrice Muamba,Nigel Reo-Coker,Chris Eagles,Martin Petrov,Kevin Davies,Ivan Klasnic,Manchester City,Joe Hart,Joleon Lescott,Micah Richards,Vincent Kompany,Aleksandar Kolarov,David Silva,Gareth Barry,James Milner,Yaya Touré,Edin Dzeko,Sergio Agüero,2,3,-1,2,11
2290,Norwich City,John Ruddy,Leon Barnett,Ritchie de Laet,Kyle Naughton,Marc Tierney,Elliott Bennett,Bradley Johnson,Anthony Pilkington,Andrew Crofts,Grant Holt,Chris Martin,Stoke City,Asmir Begovic,Robert Huth,Jonathan Woodgate,Marc Wilson,Ryan Shawcross,Glenn Whelan,Matthew Etherington,Dean Whitehead,Jermaine Pennant,Kenwyne Jones,Jonathan Walters,1,1,0,0,11
2291,Wolverhampton Wanderers,Wayne Hennessey,Richard Stearman,Christophe Berra,Roger Johnson,Karl Henry,Stephen Hunt,Matthew Jarvis,Stephen Ward,Jamie O'Hara,Kevin Doyle,Steven Fletcher,Fulham,Mark Schwarzer,Philippe Senderos,Aaron Hughes,Brede Hangeland,John Arne Riise,Dickson Etuhu,Clint Dempsey,Pajtim Kasami,Damien Duff,Danny Murphy,Andrew Johnson,2,0,2,1,11
2292,Manchester United,David de Gea,Phil Jones,Jonny Evans,Patrice Evra,Chris Smalling,Tom Cleverley,Anderson,Nani,Ashley Young,Danny Welbeck,Wayne Rooney,Tottenham Hotspur,Brad Friedel,Michael Dawson,Benoit Assou-Ekotto,Younes Kaboul,Kyle Walker,Gareth Bale,Rafael van der Vaart,Aaron Lennon,Niko Kranjcar,Jake Livermore,Jermain Defoe,3,0,3,1,11
2293,Aston Villa,Shay Given,Stephen Warnock,James Collins,Richard Dunne,Stiliyan Petrov,Fabian Delph,Chris Herd,Charles N'Zogbia,Gabriel Agbonlahor,Emile Heskey,Darren Bent,Wolverhampton Wanderers,Wayne Hennessey,Richard Stearman,Christophe Berra,Roger Johnson,Karl Henry,Stephen Hunt,Matthew Jarvis,Stephen Ward,Jamie O'Hara,Kevin Doyle,Steven Fletcher,0,0,0,0,11
2294,Blackburn Rovers,Paul Robinson,Martin Olsson,Gaël Givet,Christopher Samba,Míchel Salgado,David Dunn,Brett Emerton,David Junior Hoilett,Morten Gamst Pedersen,Steven Nzonzi,Jason Roberts,Everton,Tim Howard,John Heitinga,Leighton Baines,Phil Jagielka,Sylvain Distin,Mikel Arteta,Leon Osman,Marouane Fellaini,Phil Neville,Ross Barkley,Victor Anichebe,0,1,-1,2,11
2295,Chelsea,Henrique Hilário,Ashley Cole,John Terry,Branislav Ivanovic,José Bosingwa,Ramires,John Obi Mikel,Florent Malouda,Frank Lampard,Fernando Torres,Didier Drogba,Norwich City,John Ruddy,Zak Whitbread,Leon Barnett,Ritchie de Laet,Kyle Naughton,Marc Tierney,Bradley Johnson,Wes Hoolahan,Andrew Crofts,Grant Holt,Chris Martin,3,1,2,1,11
2296,Liverpool,Pepe Reina,Jamie Carragher,Martin Kelly,José Enrique,Daniel Agger,Lucas Leiva,Stewart Downing,Charlie Adam,Dirk Kuyt,Jordan Henderson,Luis Suárez,Bolton Wanderers,Jussi Jääskeläinen,Grétar Steinsson,Zat Knight,Gary Cahill,Paul Robinson,Fabrice Muamba,Nigel Reo-Coker,Chris Eagles,Martin Petrov,Ivan Klasnic,Kevin Davies,3,1,2,1,11
2297,Swansea City,Michel Vorm,Angel Rangel,Ashley Williams,Steven Caulker,Neil Taylor,Kemy Agustien,Wayne Routledge,Leon Britton,Nathan Dyer,Scott Sinclair,Danny Graham,Sunderland,Simon Mignolet,John O'Shea,Anton Ferdinand,Phil Bardsley,Wes Brown,Lee Cattermole,Sebastian Larsson,Craig Gardner,Jack Colback,Stéphane Sessegnon,Asamoah Gyan,0,0,0,0,11
2298,Wigan Athletic,Ali Al Habsi,Emmerson Boyce,Maynor Figueroa,Gary Caldwell,Piscu,Ben Watson,Jordi Gómez,Victor Moses,Mohamed Diamé,Hugo Rodallega,Franco Di Santo,Queens Park Rangers,Paddy Kenny,Fitz Hall,Bruno Perone,Matthew Connolly,Danny Gabbidon,Tommy Smith,Ákos Buzsáky,Shaun Derry,Alejandro Faurlin,Adel Taarabt,Patrick Agyemang,2,0,2,1,11
2299,Manchester United,David de Gea,Phil Jones,Jonny Evans,Patrice Evra,Chris Smalling,Nani,Anderson,Ashley Young,Tom Cleverley,Danny Welbeck,Wayne Rooney,Arsenal,Wojciech Szczesny,Carl Jenkinson,Johan Djourou,Laurent Koscielny,Armand Traore,Tomas Rosicky,Aaron Ramsey,Francis Coquelin,Andrey Arshavin,Theo Walcott,Robin van Persie,8,2,6,1,11
2300,Newcastle United,Tim Krul,Fabricio Coloccini,Danny Simpson,Steven Taylor,Ryan Taylor,Jonás Gutiérrez,Cheick Tioté,Yohan Cabaye,Gabriel Obertan,Leon Best,Peter Løvenkrands,Fulham,Mark Schwarzer,Aaron Hughes,Brede Hangeland,Chris Baird,Matthew Briggs,Clint Dempsey,Pajtim Kasami,Damien Duff,Danny Murphy,Steve Sidwell,Mousa Dembélé,2,1,1,1,11
2301,Tottenham Hotspur,Brad Friedel,Michael Dawson,Benoit Assou-Ekotto,Vedran Corluka,Younes Kaboul,Luka Modric,Gareth Bale,Aaron Lennon,Rafael van der Vaart,Niko Kranjcar,Peter Crouch,Manchester City,Joe Hart,Pablo Zabaleta,Joleon Lescott,Vincent Kompany,Gaël Clichy,Gareth Barry,Samir Nasri,David Silva,Yaya Touré,Sergio Agüero,Edin Dzeko,1,5,-4,2,11
2302,West Bromwich Albion,Ben Foster,Nicky Shorey,Gabriel Tamas,Jonas Olsson,Chris Brunt,Steven Reid,Youssouf Mulumbu,Paul Scharner,Somen Tchoyi,James Morrison,Shane Long,Stoke City,Asmir Begovic,Robert Huth,Marc Wilson,Jonathan Woodgate,Ryan Shawcross,Matthew Etherington,Glenn Whelan,Dean Whitehead,Jermaine Pennant,Kenwyne Jones,Jonathan Walters,0,1,-1,2,11
2303,Arsenal,Wojciech Szczesny,Kieran Gibbs,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Andrey Arshavin,Aaron Ramsey,Emmanuel Frimpong,Theo Walcott,Mikel Arteta,Robin van Persie,Swansea City,Michel Vorm,Angel Rangel,Neil Taylor,Ashley Williams,Steven Caulker,Kemy Agustien,Leon Britton,Nathan Dyer,Joe Allen,Scott Sinclair,Danny Graham,1,0,1,1,11
2304,Bolton Wanderers,Jussi Jääskeläinen,Dedryck Boyata,Zat Knight,Gary Cahill,Paul Robinson,Mark Davies,Nigel Reo-Coker,Chris Eagles,Martin Petrov,Kevin Davies,Ivan Klasnic,Manchester United,David de Gea,Rio Ferdinand,Phil Jones,Jonny Evans,Patrice Evra,Tom Cleverley,Anderson,Nani,Ashley Young,Chicharito,Wayne Rooney,0,5,-5,2,11
2305,Everton,Tim Howard,Leighton Baines,Phil Jagielka,Sylvain Distin,Tony Hibbert,Leon Osman,Marouane Fellaini,Diniyar Bilyaletdinov,Tim Cahill,Jack Rodwell,Séamus Coleman,Aston Villa,Shay Given,Stephen Warnock,James Collins,Alan Hutton,Richard Dunne,Stiliyan Petrov,Fabian Delph,Charles N'Zogbia,Emile Heskey,Gabriel Agbonlahor,Darren Bent,2,2,0,0,11
2306,Manchester City,Joe Hart,Joleon Lescott,Micah Richards,Vincent Kompany,Gaël Clichy,Yaya Touré,Adam Johnson,David Silva,James Milner,Sergio Agüero,Carlos Tevez,Wigan Athletic,Ali Al Habsi,Emmerson Boyce,Maynor Figueroa,Gary Caldwell,Piscu,Victor Moses,James McArthur,Mohamed Diamé,Ben Watson,Hugo Rodallega,Franco Di Santo,3,0,3,1,11
2307,Stoke City,Asmir Begovic,Robert Huth,Marc Wilson,Ryan Shawcross,Matt Upson,Jermaine Pennant,Matthew Etherington,Rory Delap,Dean Whitehead,Peter Crouch,Jonathan Walters,Liverpool,Pepe Reina,Jamie Carragher,Martin Skrtel,José Enrique,Daniel Agger,Dirk Kuyt,Lucas Leiva,Stewart Downing,Charlie Adam,Jordan Henderson,Luis Suárez,1,0,1,1,11
2308,Sunderland,Simon Mignolet,Phil Bardsley,Titus Bramble,Wes Brown,Lee Cattermole,Sebastian Larsson,Craig Gardner,Jack Colback,Stéphane Sessegnon,Kieran Richardson,Nicklas Bendtner,Chelsea,Petr Cech,Ashley Cole,John Terry,Branislav Ivanovic,José Bosingwa,Ramires,Raul Meireles,Frank Lampard,Daniel Sturridge,Juan Mata,Nicolas Anelka,1,2,-1,2,11
2309,Wolverhampton Wanderers,Wayne Hennessey,Richard Stearman,Christophe Berra,Roger Johnson,Karl Henry,Stephen Hunt,Michael Kightly,Stephen Ward,Jamie O'Hara,Kevin Doyle,Steven Fletcher,Tottenham Hotspur,Brad Friedel,Kyle Walker,Benoit Assou-Ekotto,Ledley King,Younes Kaboul,Gareth Bale,Niko Kranjcar,Scott Parker,Luka Modric,Jermain Defoe,Emmanuel Adebayor,0,2,-2,2,11
2310,Fulham,Mark Schwarzer,Philippe Senderos,Aaron Hughes,Brede Hangeland,John Arne Riise,Clint Dempsey,Damien Duff,Danny Murphy,Steve Sidwell,Bryan Ruiz,Bobby Zamora,Blackburn Rovers,Paul Robinson,Christopher Samba,Gaël Givet,Míchel Salgado,Scott Dann,David Dunn,David Junior Hoilett,Mauro Formica,Steven Nzonzi,Rubén Rochina,David Goodwillie,1,1,0,0,11
2311,Norwich City,Declan Rudd,Leon Barnett,Ritchie de Laet,Kyle Naughton,Marc Tierney,Andrew Surman,Bradley Johnson,Elliott Bennett,Andrew Crofts,Chris Martin,Grant Holt,West Bromwich Albion,Ben Foster,Nicky Shorey,Gabriel Tamas,Jonas Olsson,Steven Reid,Jerome Thomas,Youssouf Mulumbu,Graham Dorrans,Paul Scharner,Peter Odemwingie,Shane Long,0,1,-1,2,11
2312,Queens Park Rangers,Paddy Kenny,Anton Ferdinand,Luke Young,Danny Gabbidon,Armand Traore,Shaun Wright-Phillips,Shaun Derry,Alejandro Faurlin,Adel Taarabt,Joey Barton,Jay Bothroyd,Newcastle United,Tim Krul,Fabricio Coloccini,Danny Simpson,Steven Taylor,Gabriel Obertan,Ryan Taylor,Jonás Gutiérrez,Cheick Tioté,Yohan Cabaye,Leon Best,Shola Ameobi,0,0,0,0,11
2313,Aston Villa,Shay Given,Stephen Warnock,James Collins,Alan Hutton,Richard Dunne,Fabian Delph,Charles N'Zogbia,Barry Bannan,Stiliyan Petrov,Darren Bent,Gabriel Agbonlahor,Newcastle United,Tim Krul,Fabricio Coloccini,Danny Simpson,Steven Taylor,Ryan Taylor,Yohan Cabaye,Cheick Tioté,Gabriel Obertan,Jonás Gutiérrez,Leon Best,Demba Ba,1,1,0,0,11
2314,Blackburn Rovers,Paul Robinson,Míchel Salgado,Gaël Givet,Christopher Samba,Scott Dann,Jason Lowe,David Junior Hoilett,Steven Nzonzi,Mauro Formica,Rubén Rochina,Yakubu,Arsenal,Wojciech Szczesny,André Santos,Laurent Koscielny,Per Mertesacker,Bacary Sagna,Alexandre Song,Andrey Arshavin,Aaron Ramsey,Mikel Arteta,Gervinho,Robin van Persie,4,3,1,1,11
2315,Bolton Wanderers,Jussi Jääskeläinen,Dedryck Boyata,Zat Knight,Gary Cahill,Paul Robinson,Nigel Reo-Coker,Darren Pratley,Martin Petrov,Ivan Klasnic,Kevin Davies,Tuncay Sanli,Norwich City,John Ruddy,Russell Martin,Leon Barnett,Kyle Naughton,Marc Tierney,David Fox,Bradley Johnson,Elliott Bennett,Anthony Pilkington,Wes Hoolahan,Steve Morison,1,2,-1,2,11
2316,Everton,Tim Howard,Leighton Baines,Phil Jagielka,Sylvain Distin,Tony Hibbert,Leon Osman,Marouane Fellaini,Diniyar Bilyaletdinov,Tim Cahill,Jack Rodwell,Séamus Coleman,Wigan Athletic,Ali Al Habsi,Patrick van Aanholt,Maynor Figueroa,Gary Caldwell,Piscu,Ben Watson,James McCarthy,Jordi Gómez,Victor Moses,Hugo Rodallega,Franco Di Santo,3,1,2,1,11
2317,Swansea City,Michel Vorm,Angel Rangel,Garry Monk,Neil Taylor,Ashley Williams,Mark Gower,Leon Britton,Nathan Dyer,Joe Allen,Scott Sinclair,Leroy Lita,West Bromwich Albion,Ben Foster,Nicky Shorey,Craig Dawson,Jonas Olsson,James Morrison,Steven Reid,Youssouf Mulumbu,Jerome Thomas,Paul Scharner,Shane Long,Peter Odemwingie,3,0,3,1,11
2318,Wolverhampton Wanderers,Wayne Hennessey,Richard Stearman,Christophe Berra,George Elokobi,Roger Johnson,Karl Henry,Matthew Jarvis,Michael Kightly,Stephen Ward,Jamie O'Hara,Kevin Doyle,Queens Park Rangers,Paddy Kenny,Anton Ferdinand,Danny Gabbidon,Luke Young,Armand Traore,Adel Taarabt,Shaun Derry,Shaun Wright-Phillips,Alejandro Faurlin,Joey Barton,Jay Bothroyd,0,3,-3,2,11
2319,Fulham,Mark Schwarzer,Stephen Kelly,Brede Hangeland,Chris Baird,John Arne Riise,Clint Dempsey,Danny Murphy,Steve Sidwell,Damien Duff,Mousa Dembélé,Bobby Zamora,Manchester City,Joe Hart,Joleon Lescott,Micah Richards,Vincent Kompany,Gaël Clichy,Samir Nasri,David Silva,Gareth Barry,Yaya Touré,Sergio Agüero,Edin Dzeko,2,2,0,0,11
2320,Manchester United,David de Gea,Phil Jones,Chris Smalling,Jonny Evans,Patrice Evra,Anderson,Ashley Young,Darren Fletcher,Nani,Chicharito,Wayne Rooney,Chelsea,Petr Cech,Ashley Cole,John Terry,Branislav Ivanovic,José Bosingwa,Ramires,Frank Lampard,Raul Meireles,Daniel Sturridge,Juan Mata,Fernando Torres,3,1,2,1,11
2321,Sunderland,Simon Mignolet,John O'Shea,Titus Bramble,Wes Brown,David Vaughan,Sebastian Larsson,Craig Gardner,Stéphane Sessegnon,Ahmed El Mohamady,Kieran Richardson,Nicklas Bendtner,Stoke City,Asmir Begovic,Robert Huth,Jonathan Woodgate,Marc Wilson,Ryan Shawcross,Matthew Etherington,Rory Delap,Dean Whitehead,Peter Crouch,Cameron Jerome,Jonathan Walters,4,0,4,1,11
2322,Tottenham Hotspur,Brad Friedel,Ledley King,Kyle Walker,Benoit Assou-Ekotto,Younes Kaboul,Gareth Bale,Niko Kranjcar,Scott Parker,Luka Modric,Jermain Defoe,Emmanuel Adebayor,Liverpool,Pepe Reina,Jamie Carragher,Daniel Agger,José Enrique,Martin Skrtel,Jordan Henderson,Lucas Leiva,Charlie Adam,Stewart Downing,Andy Carroll,Luis Suárez,4,0,4,1,11
2323,Arsenal,Wojciech Szczesny,Kieran Gibbs,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Mikel Arteta,Aaron Ramsey,Theo Walcott,Alexandre Song,Robin van Persie,Gervinho,Bolton Wanderers,Jussi Jääskeläinen,David Wheater,Grétar Steinsson,Zat Knight,Paul Robinson,Fabrice Muamba,Darren Pratley,Nigel Reo-Coker,Chris Eagles,Martin Petrov,David N'Gog,3,0,3,1,11
2324,Chelsea,Petr Cech,Ashley Cole,John Terry,Branislav Ivanovic,José Bosingwa,Ramires,John Obi Mikel,Raul Meireles,Fernando Torres,Juan Mata,Nicolas Anelka,Swansea City,Michel Vorm,Angel Rangel,Garry Monk,Neil Taylor,Ashley Williams,Mark Gower,Nathan Dyer,Leon Britton,Joe Allen,Scott Sinclair,Leroy Lita,4,1,3,1,11
2325,Liverpool,Pepe Reina,Jamie Carragher,José Enrique,Martin Skrtel,Martin Kelly,Lucas Leiva,Stewart Downing,Charlie Adam,Jordan Henderson,Andy Carroll,Luis Suárez,Wolverhampton Wanderers,Wayne Hennessey,Richard Stearman,Christophe Berra,Roger Johnson,Karl Henry,Stephen Hunt,David Edwards,Stephen Ward,Matthew Jarvis,Jamie O'Hara,Kevin Doyle,2,1,1,1,11
2326,Manchester City,Joe Hart,Joleon Lescott,Micah Richards,Vincent Kompany,Gaël Clichy,Samir Nasri,Gareth Barry,David Silva,Yaya Touré,Edin Dzeko,Sergio Agüero,Everton,Tim Howard,Leighton Baines,Phil Jagielka,Sylvain Distin,Tony Hibbert,Leon Osman,Marouane Fellaini,Tim Cahill,Jack Rodwell,Phil Neville,Séamus Coleman,2,0,2,1,11
2327,Newcastle United,Tim Krul,Fabricio Coloccini,Danny Simpson,Steven Taylor,Ryan Taylor,Yohan Cabaye,Cheick Tioté,Gabriel Obertan,Jonás Gutiérrez,Demba Ba,Leon Best,Blackburn Rovers,Paul Robinson,Martin Olsson,Gaël Givet,Christopher Samba,Scott Dann,Míchel Salgado,Jason Lowe,David Junior Hoilett,Steven Nzonzi,Mauro Formica,Yakubu,3,1,2,1,11
2328,Stoke City,Asmir Begovic,Andy Wilkinson,Jonathan Woodgate,Marc Wilson,Ryan Shawcross,Glenn Whelan,Rory Delap,Matthew Etherington,Jermaine Pennant,Peter Crouch,Jonathan Walters,Manchester United,David de Gea,Rio Ferdinand,Phil Jones,Patrice Evra,Darren Fletcher,Anderson,Nani,Ashley Young,Luis Antonio Valencia,Dimitar Berbatov,Chicharito,1,1,0,0,11
2329,West Bromwich Albion,Ben Foster,Nicky Shorey,Gareth McAuley,Jonas Olsson,Chris Brunt,Steven Reid,Jerome Thomas,Youssouf Mulumbu,Graham Dorrans,Shane Long,Peter Odemwingie,Fulham,Mark Schwarzer,Zdenek Grygera,Brede Hangeland,Chris Baird,John Arne Riise,Clint Dempsey,Pajtim Kasami,Danny Murphy,Steve Sidwell,Orlando Sá,Mousa Dembélé,0,0,0,0,11
2330,Wigan Athletic,Ali Al Habsi,Patrick van Aanholt,Maynor Figueroa,Steve Gohouri,Gary Caldwell,James McCarthy,Jordi Gómez,Victor Moses,Mohamed Diamé,Ben Watson,Franco Di Santo,Tottenham Hotspur,Brad Friedel,Kyle Walker,Benoit Assou-Ekotto,Ledley King,Younes Kaboul,Gareth Bale,Sandro,Rafael van der Vaart,Scott Parker,Luka Modric,Emmanuel Adebayor,1,2,-1,2,11
2331,Queens Park Rangers,Paddy Kenny,Anton Ferdinand,Fitz Hall,Luke Young,Armand Traore,Shaun Wright-Phillips,Alejandro Faurlin,Adel Taarabt,Shaun Derry,Joey Barton,Jay Bothroyd,Aston Villa,Shay Given,Stephen Warnock,James Collins,Alan Hutton,Richard Dunne,Fabian Delph,Stiliyan Petrov,Stephen Ireland,Barry Bannan,Charles N'Zogbia,Gabriel Agbonlahor,1,1,0,0,11
2332,Norwich City,John Ruddy,Russell Martin,Leon Barnett,Kyle Naughton,Marc Tierney,David Fox,Elliott Bennett,Bradley Johnson,Anthony Pilkington,Wes Hoolahan,Steve Morison,Sunderland,Simon Mignolet,John O'Shea,Titus Bramble,Wes Brown,David Vaughan,Sebastian Larsson,Craig Gardner,Stéphane Sessegnon,Ahmed El Mohamady,Kieran Richardson,Nicklas Bendtner,2,1,1,1,11
2333,Aston Villa,Shay Given,Stephen Warnock,James Collins,Alan Hutton,Richard Dunne,Stephen Ireland,Fabian Delph,Stiliyan Petrov,Barry Bannan,Gabriel Agbonlahor,Darren Bent,Wigan Athletic,Ali Al Habsi,Patrick van Aanholt,Emmerson Boyce,Ronnie Stam,Maynor Figueroa,Gary Caldwell,Mohamed Diamé,Ben Watson,James McCarthy,Victor Moses,Franco Di Santo,2,0,2,1,11
2334,Blackburn Rovers,Paul Robinson,Gaël Givet,Christopher Samba,Scott Dann,Radosav Petrovic,Jason Lowe,David Junior Hoilett,Steven Nzonzi,Morten Gamst Pedersen,Yakubu,David Goodwillie,Manchester City,Joe Hart,Joleon Lescott,Pablo Zabaleta,Vincent Kompany,Aleksandar Kolarov,Adam Johnson,David Silva,James Milner,Yaya Touré,Sergio Agüero,Mario Balotelli,0,4,-4,2,11
2335,Everton,Tim Howard,Leighton Baines,Phil Jagielka,Sylvain Distin,Tony Hibbert,Tim Cahill,Leon Osman,Marouane Fellaini,Jack Rodwell,Séamus Coleman,Louis Saha,Liverpool,Pepe Reina,Jamie Carragher,José Enrique,Martin Skrtel,Martin Kelly,Charlie Adam,Lucas Leiva,Stewart Downing,Dirk Kuyt,Andy Carroll,Luis Suárez,0,2,-2,2,11
2336,Manchester United,Anders Lindegaard,Phil Jones,Jonny Evans,Patrice Evra,Nani,Anderson,Darren Fletcher,Park Ji-Sung,Luis Antonio Valencia,Chicharito,Wayne Rooney,Norwich City,John Ruddy,Russell Martin,Leon Barnett,Kyle Naughton,Marc Tierney,Anthony Pilkington,Elliott Bennett,Bradley Johnson,David Fox,Wes Hoolahan,Steve Morison,2,0,2,1,11
2337,Sunderland,Simon Mignolet,Michael Turner,John O'Shea,Wes Brown,Ahmed El Mohamady,Lee Cattermole,Sebastian Larsson,Kieran Richardson,Craig Gardner,Stéphane Sessegnon,Nicklas Bendtner,West Bromwich Albion,Ben Foster,Nicky Shorey,Jonas Olsson,Gareth McAuley,James Morrison,Chris Brunt,Steven Reid,Youssouf Mulumbu,Graham Dorrans,Shane Long,Peter Odemwingie,2,2,0,0,11
2338,Wolverhampton Wanderers,Wayne Hennessey,Richard Stearman,Christophe Berra,Roger Johnson,Karl Henry,Stephen Hunt,Stephen Ward,Matthew Jarvis,Jamie O'Hara,Steven Fletcher,Kevin Doyle,Newcastle United,Tim Krul,Fabricio Coloccini,Danny Simpson,Steven Taylor,Yohan Cabaye,Gabriel Obertan,Ryan Taylor,Jonás Gutiérrez,Cheick Tioté,Demba Ba,Leon Best,1,2,-1,2,11
2339,Bolton Wanderers,Adam Bogdan,Grétar Steinsson,Dedryck Boyata,Gary Cahill,Paul Robinson,Darren Pratley,Ricardo Gardner,Nigel Reo-Coker,Martin Petrov,Kevin Davies,David N'Gog,Chelsea,Petr Cech,David Luiz,Ashley Cole,John Terry,José Bosingwa,Ramires,Raul Meireles,Frank Lampard,Daniel Sturridge,Didier Drogba,Juan Mata,1,5,-4,2,11
2340,Fulham,Mark Schwarzer,Zdenek Grygera,Brede Hangeland,Chris Baird,John Arne Riise,Clint Dempsey,Danny Murphy,Steve Sidwell,Mousa Dembélé,Bobby Zamora,Andrew Johnson,Queens Park Rangers,Paddy Kenny,Anton Ferdinand,Fitz Hall,Luke Young,Bradley Orr,Adel Taarabt,Alejandro Faurlin,Shaun Wright-Phillips,Shaun Derry,Joey Barton,Jay Bothroyd,6,0,6,1,11
2341,Swansea City,Michel Vorm,Angel Rangel,Garry Monk,Neil Taylor,Ashley Williams,Mark Gower,Wayne Routledge,Nathan Dyer,Joe Allen,Danny Graham,Scott Sinclair,Stoke City,Asmir Begovic,Marc Wilson,Andy Wilkinson,Jonathan Woodgate,Ryan Shawcross,Glenn Whelan,Rory Delap,Dean Whitehead,Jermaine Pennant,Peter Crouch,Jonathan Walters,2,0,2,1,11
2342,Tottenham Hotspur,Brad Friedel,Kyle Walker,Benoit Assou-Ekotto,Ledley King,Younes Kaboul,Gareth Bale,Scott Parker,Rafael van der Vaart,Luka Modric,Emmanuel Adebayor,Jermain Defoe,Arsenal,Wojciech Szczesny,Kieran Gibbs,Per Mertesacker,Bacary Sagna,Aaron Ramsey,Francis Coquelin,Alexandre Song,Theo Walcott,Mikel Arteta,Robin van Persie,Gervinho,2,1,1,1,11
2343,Chelsea,Petr Cech,Ashley Cole,John Terry,Branislav Ivanovic,José Bosingwa,John Obi Mikel,Ramires,Frank Lampard,Daniel Sturridge,Didier Drogba,Juan Mata,Everton,Tim Howard,Leighton Baines,Phil Jagielka,Tony Hibbert,Sylvain Distin,Leon Osman,Marouane Fellaini,Tim Cahill,Jack Rodwell,Séamus Coleman,Louis Saha,3,1,2,1,11
2344,Liverpool,Pepe Reina,Jamie Carragher,José Enrique,Martin Skrtel,Martin Kelly,Stewart Downing,Lucas Leiva,Steven Gerrard,Charlie Adam,Dirk Kuyt,Luis Suárez,Manchester United,David de Gea,Rio Ferdinand,Phil Jones,Jonny Evans,Patrice Evra,Chris Smalling,Darren Fletcher,Ashley Young,Ryan Giggs,Park Ji-Sung,Danny Welbeck,1,1,0,0,11
2345,Manchester City,Joe Hart,Micah Richards,Joleon Lescott,Vincent Kompany,Gaël Clichy,Yaya Touré,Adam Johnson,Gareth Barry,James Milner,Nigel de Jong,Mario Balotelli,Aston Villa,Shay Given,Stephen Warnock,Alan Hutton,Richard Dunne,Ciaran Clark,Stephen Ireland,Stiliyan Petrov,Fabian Delph,Emile Heskey,Gabriel Agbonlahor,Darren Bent,4,1,3,1,11
2346,Norwich City,John Ruddy,Russell Martin,Leon Barnett,Kyle Naughton,Marc Tierney,Anthony Pilkington,David Fox,Bradley Johnson,Elliott Bennett,Wes Hoolahan,Steve Morison,Swansea City,Michel Vorm,Angel Rangel,Garry Monk,Neil Taylor,Ashley Williams,Wayne Routledge,Leon Britton,Nathan Dyer,Joe Allen,Scott Sinclair,Danny Graham,3,1,2,1,11
2347,Queens Park Rangers,Paddy Kenny,Anton Ferdinand,Fitz Hall,Luke Young,Armand Traore,Jamie Mackie,Shaun Wright-Phillips,Shaun Derry,Alejandro Faurlin,Joey Barton,Heidar Helguson,Blackburn Rovers,Paul Robinson,Martin Olsson,Gaël Givet,Christopher Samba,Míchel Salgado,Scott Dann,Radosav Petrovic,Jason Lowe,David Junior Hoilett,Steven Nzonzi,Jason Roberts,1,1,0,0,11
2348,Stoke City,Asmir Begovic,Andy Wilkinson,Marc Wilson,Matt Upson,Ryan Shawcross,Rory Delap,Matthew Etherington,Glenn Whelan,Jermaine Pennant,Peter Crouch,Jonathan Walters,Fulham,Mark Schwarzer,Aaron Hughes,Brede Hangeland,Chris Baird,John Arne Riise,Clint Dempsey,Danny Murphy,Steve Sidwell,Mousa Dembélé,Bobby Zamora,Andrew Johnson,2,0,2,1,11
